delivery_time_days,review_score,total_order_value
2.0,5.0,49.42
25.0,5.0,148.14
8.0,5.0,366.9
20.0,3.0,33.089999999999996
5.0,5.0,178.03
16.0,4.0,127.2
16.0,4.0,127.2
16.0,4.0,127.2
11.0,5.0,107.78
19.0,4.0,126.71
30.0,3.0,96.8
15.0,5.0,107.01
13.0,4.0,35.69
4.0,4.0,166.98
1.0,4.0,37.77
9.0,5.0,57.68
17.0,5.0,41.0
17.0,5.0,41.0
18.0,5.0,118.03
20.0,5.0,61.959999999999994
9.0,5.0,34.22
9.0,4.0,163.13
3.0,5.0,91.18
6.0,5.0,54.1
19.0,5.0,68.25
7.0,5.0,129.19
2.0,5.0,22.29
16.0,4.0,103.46
4.0,2.0,112.35
19.0,1.0,82.31
19.0,1.0,82.31
16.0,4.0,98.5
7.0,2.0,101.14
14.0,5.0,52.11
14.0,5.0,52.11
8.0,5.0,97.79
9.0,5.0,44.1
28.0,1.0,162.55
23.0,4.0,162.97
2.0,2.0,110.13
16.0,5.0,96.65
6.0,5.0,48.0
9.0,5.0,71.7
6.0,4.0,106.72
7.0,4.0,20.28
14.0,5.0,124.13
29.0,3.0,135.49
16.0,4.0,189.16
4.0,5.0,42.0
20.0,5.0,158.21
13.0,5.0,34.64
4.0,4.0,118.28
6.0,5.0,47.09
6.0,5.0,42.77
17.0,4.0,155.03
13.0,5.0,64.0
7.0,5.0,139.89
3.0,5.0,81.97999999999999
4.0,5.0,61.72
14.0,5.0,123.13
3.0,5.0,127.69
11.0,1.0,55.4
20.0,4.0,76.08
12.0,5.0,336.67999999999995
6.0,5.0,145.12
22.0,4.0,603.24
1.0,5.0,73.61
25.0,4.0,220.17
17.0,5.0,53.83
10.0,5.0,215.64
11.0,3.0,63.510000000000005
6.0,5.0,110.78
9.0,4.0,71.82
9.0,4.0,71.82
9.0,4.0,71.82
9.0,4.0,71.82
9.0,4.0,71.82
5.0,5.0,117.77
5.0,5.0,117.77
4.0,5.0,51.44
12.0,3.0,67.19
2.0,5.0,73.34
7.0,4.0,86.36999999999999
10.0,3.0,203.67
8.0,4.0,54.62
14.0,4.0,33.34
5.0,5.0,46.77
6.0,4.0,65.71000000000001
14.0,4.0,92.5
1.0,5.0,60.629999999999995
3.0,4.0,50.87
19.0,5.0,35.839999999999996
23.0,5.0,252.74
6.0,4.0,117.92
18.0,4.0,156.18
12.0,3.0,219.26
12.0,3.0,219.26
19.0,4.0,119.7
12.0,5.0,67.05
13.0,5.0,326.82
36.0,2.0,192.09
11.0,5.0,58.88
18.0,5.0,63.4
5.0,3.0,70.17
10.0,4.0,61.64
60.0,1.0,67.53
5.0,5.0,91.19
8.0,5.0,450.89
32.0,1.0,575.56
20.0,4.0,76.86
20.0,5.0,76.86
6.0,1.0,58.78
56.0,1.0,199.73
37.0,1.0,504.35
1.0,5.0,44.260000000000005
5.0,4.0,133.93
2.0,5.0,42.27
12.0,5.0,114.53
9.0,4.0,75.42
20.0,4.0,37.8
12.0,5.0,147.15
10.0,1.0,152.35
20.0,5.0,54.0
3.0,5.0,57.43
16.0,5.0,55.53
12.0,4.0,74.4
5.0,5.0,80.15
21.0,1.0,41.65
21.0,1.0,41.65
21.0,1.0,41.65
19.0,1.0,77.93
19.0,1.0,91.93
10.0,5.0,102.97
6.0,5.0,72.83
7.0,5.0,136.5
7.0,5.0,136.5
8.0,5.0,226.9
13.0,5.0,38.79
15.0,1.0,129.22
9.0,5.0,100.31
13.0,5.0,171.01
4.0,5.0,46.129999999999995
11.0,3.0,22.69
16.0,2.0,1628.6
13.0,1.0,135.35
13.0,5.0,127.6
12.0,1.0,102.84
34.0,1.0,47.129999999999995
3.0,5.0,49.31
2.0,5.0,70.92999999999999
35.0,5.0,268.62
8.0,5.0,78.01
8.0,2.0,166.35
12.0,5.0,195.0
8.0,3.0,43.61
10.0,5.0,173.84
5.0,5.0,44.72
8.0,5.0,198.83
4.0,5.0,45.33
16.0,4.0,127.64
12.0,5.0,87.62
12.0,5.0,55.38
12.0,5.0,55.38
3.0,2.0,46.379999999999995
3.0,2.0,39.36
6.0,5.0,60.44
4.0,5.0,88.89999999999999
17.0,5.0,77.57
8.0,5.0,246.36
14.0,5.0,77.57
14.0,5.0,77.57
37.0,1.0,35.0
8.0,5.0,274.89
8.0,5.0,274.89
11.0,5.0,69.9
7.0,5.0,92.57
18.0,5.0,72.83
4.0,4.0,129.55
9.0,5.0,34.2
9.0,5.0,34.2
14.0,5.0,218.64
15.0,5.0,85.74
40.0,3.0,170.92000000000002
8.0,5.0,94.98
15.0,5.0,149.16
15.0,5.0,149.16
23.0,1.0,110.77
11.0,4.0,39.01
2.0,5.0,234.08
13.0,5.0,235.55
9.0,4.0,77.65
5.0,1.0,225.22
30.0,4.0,54.62
17.0,1.0,75.88
9.0,5.0,69.9
9.0,5.0,69.9
2.0,5.0,38.47
21.0,5.0,71.81
12.0,3.0,566.63
10.0,5.0,136.26999999999998
13.0,4.0,55.01
26.0,3.0,43.0
26.0,5.0,374.37
17.0,5.0,171.03
18.0,1.0,73.84
12.0,5.0,128.66
9.0,5.0,102.48
7.0,5.0,42.27
28.0,1.0,59.33
3.0,5.0,252.0
7.0,5.0,47.29
2.0,4.0,166.34
14.0,3.0,153.8
24.0,2.0,31.29
24.0,2.0,31.29
2.0,5.0,101.0
13.0,4.0,118.17
19.0,5.0,674.83
8.0,1.0,176.01
8.0,1.0,196.0
7.0,5.0,53.19
7.0,5.0,53.19
15.0,5.0,327.01
9.0,3.0,50.23
22.0,1.0,55.01
41.0,1.0,227.76
23.0,4.0,231.99
13.0,5.0,100.67
5.0,5.0,147.51
12.0,5.0,33.0
12.0,5.0,49.09
25.0,1.0,141.08
29.0,5.0,138.16
5.0,5.0,139.16
17.0,5.0,99.52
35.0,1.0,120.11
7.0,4.0,502.27
12.0,4.0,188.97
10.0,5.0,314.82
6.0,5.0,88.37
31.0,5.0,77.98
11.0,3.0,246.36
23.0,4.0,40.09
22.0,1.0,55.23
22.0,1.0,55.23
3.0,5.0,367.08
26.0,5.0,37.84
12.0,4.0,106.25
7.0,5.0,52.379999999999995
7.0,5.0,163.48
29.0,1.0,242.84
15.0,5.0,46.69
8.0,5.0,116.27
12.0,5.0,227.75
28.0,2.0,37.09
3.0,5.0,69.33
22.0,5.0,71.78999999999999
15.0,5.0,189.21
12.0,4.0,51.85
3.0,5.0,20.68
3.0,5.0,20.68
7.0,5.0,302.53
7.0,5.0,302.53
11.0,5.0,60.85
24.0,5.0,212.03
11.0,4.0,92.57
8.0,5.0,505.27
21.0,4.0,51.05
6.0,5.0,65.87
29.0,5.0,628.45
5.0,5.0,66.89
5.0,1.0,92.64
12.0,5.0,248.85
11.0,3.0,123.89
34.0,1.0,175.87
23.0,1.0,84.22999999999999
17.0,5.0,114.44
9.0,5.0,100.57
9.0,5.0,100.57
9.0,5.0,100.57
9.0,5.0,100.57
9.0,5.0,100.57
9.0,5.0,100.57
9.0,5.0,100.57
9.0,5.0,100.57
9.0,5.0,100.57
9.0,5.0,100.57
9.0,5.0,100.57
9.0,5.0,100.57
9.0,5.0,100.57
9.0,5.0,100.57
9.0,5.0,24.83
15.0,5.0,88.29
6.0,4.0,322.55
7.0,4.0,58.28
7.0,4.0,58.28
9.0,4.0,41.09
13.0,4.0,196.14
6.0,5.0,329.38
5.0,5.0,57.04
5.0,5.0,115.55
10.0,3.0,28.59
11.0,5.0,131.04
11.0,5.0,131.04
11.0,5.0,131.04
20.0,1.0,116.12
20.0,1.0,116.12
13.0,3.0,426.34
14.0,5.0,53.9
18.0,5.0,112.22
21.0,5.0,865.38
11.0,5.0,116.24
8.0,5.0,124.52
6.0,2.0,73.34
10.0,5.0,155.63
14.0,5.0,390.59
9.0,1.0,106.97
3.0,4.0,82.98
24.0,2.0,43.09
14.0,4.0,78.19
8.0,3.0,49.42
5.0,5.0,142.76
16.0,5.0,64.78999999999999
16.0,5.0,64.78999999999999
16.0,5.0,64.78999999999999
12.0,3.0,28.799999999999997
12.0,3.0,28.799999999999997
5.0,5.0,21.38
14.0,5.0,138.15
18.0,1.0,75.99
15.0,5.0,56.22
17.0,5.0,176.53
13.0,5.0,143.46
21.0,4.0,88.37
25.0,1.0,95.31
11.0,1.0,37.0
11.0,5.0,604.76
4.0,4.0,33.25
4.0,4.0,33.25
4.0,4.0,33.25
4.0,4.0,33.25
4.0,5.0,74.74
17.0,2.0,135.72
14.0,3.0,75.53
14.0,5.0,80.2
10.0,5.0,311.79
9.0,5.0,105.89
9.0,3.0,759.25
6.0,5.0,61.0
15.0,5.0,117.44
4.0,3.0,79.72
4.0,3.0,79.72
14.0,5.0,123.32
17.0,4.0,172.44
9.0,4.0,193.9
3.0,5.0,98.98
11.0,3.0,173.89
21.0,2.0,366.69
6.0,1.0,89.28
2.0,1.0,37.29
10.0,5.0,117.85
7.0,4.0,68.89
11.0,5.0,142.31
8.0,3.0,183.08
21.0,5.0,62.25
2.0,5.0,110.9
11.0,5.0,116.79
4.0,5.0,56.8
6.0,5.0,21.43
6.0,4.0,43.29
5.0,5.0,41.88
20.0,5.0,28.75
4.0,5.0,262.16
6.0,5.0,35.81
16.0,5.0,136.5
20.0,5.0,149.14
17.0,5.0,146.88
10.0,5.0,164.63
26.0,5.0,67.54
26.0,5.0,67.54
14.0,4.0,28.869999999999997
11.0,1.0,65.0
38.0,1.0,78.65
7.0,5.0,69.62
7.0,5.0,69.13
17.0,5.0,46.14
9.0,5.0,96.35
5.0,5.0,37.77
14.0,2.0,46.09
4.0,5.0,141.15
9.0,3.0,35.79
6.0,3.0,32.769999999999996
14.0,4.0,80.89
4.0,3.0,73.95
4.0,3.0,88.95
20.0,5.0,506.71
20.0,5.0,999.34
5.0,5.0,530.16
1.0,4.0,166.98
3.0,1.0,78.78
9.0,4.0,1098.62
40.0,1.0,69.28
11.0,5.0,92.67
11.0,5.0,92.67
10.0,5.0,209.11
10.0,5.0,209.11
35.0,1.0,51.75
11.0,4.0,116.53
11.0,4.0,116.53
11.0,4.0,105.78
9.0,5.0,156.22
13.0,4.0,44.3
13.0,4.0,49.7
13.0,4.0,44.3
10.0,4.0,109.86
10.0,4.0,109.86
8.0,4.0,326.91
5.0,5.0,913.16
35.0,1.0,219.35
19.0,4.0,134.59
20.0,4.0,124.94
5.0,1.0,106.31
5.0,1.0,66.22
17.0,3.0,66.74
9.0,5.0,27.78
12.0,1.0,52.77
6.0,5.0,73.03
18.0,3.0,191.58
12.0,5.0,146.66000000000005
9.0,5.0,35.92
21.0,5.0,411.67
17.0,5.0,44.95
25.0,1.0,80.10000000000001
22.0,4.0,305.67999999999995
6.0,5.0,127.08
17.0,4.0,73.67999999999999
5.0,5.0,43.62
10.0,4.0,41.84
8.0,5.0,171.4
4.0,5.0,27.39
12.0,5.0,74.62
10.0,5.0,19.62
9.0,5.0,290.01
19.0,5.0,17.26
19.0,5.0,40.23
9.0,4.0,70.9
7.0,1.0,78.6
7.0,1.0,108.99
9.0,4.0,246.26
11.0,5.0,26.09
16.0,5.0,121.39
5.0,4.0,115.21
14.0,3.0,61.75
9.0,3.0,162.45000000000002
16.0,5.0,40.79
16.0,1.0,40.79
8.0,5.0,31.79
19.0,3.0,74.96000000000001
4.0,1.0,77.11
23.0,1.0,116.61
12.0,4.0,60.85
9.0,5.0,44.0
11.0,4.0,1640.6
12.0,4.0,120.09
12.0,5.0,56.83
20.0,4.0,101.12
8.0,1.0,77.57
12.0,5.0,49.0
9.0,5.0,1125.55
22.0,5.0,147.64
17.0,5.0,176.56
18.0,3.0,45.48
16.0,5.0,118.49
8.0,4.0,83.14
8.0,5.0,336.67
4.0,5.0,70.72
17.0,1.0,46.52
15.0,3.0,84.22999999999999
21.0,4.0,296.71
16.0,2.0,696.63
16.0,4.0,89.96000000000001
8.0,5.0,92.94
17.0,5.0,168.45000000000002
27.0,5.0,202.05
3.0,5.0,109.22
10.0,4.0,130.69
19.0,3.0,690.6800000000001
9.0,5.0,24.75
9.0,5.0,27.75
4.0,5.0,112.69
4.0,5.0,73.34
20.0,5.0,56.9
5.0,4.0,73.49
16.0,4.0,86.09
15.0,4.0,27.59
15.0,4.0,27.59
20.0,5.0,66.75999999999999
13.0,4.0,132.36
12.0,5.0,128.02
8.0,5.0,126.64
8.0,5.0,126.64
12.0,3.0,137.93
5.0,5.0,434.95
16.0,5.0,117.59
9.0,5.0,37.1
4.0,5.0,71.78
7.0,5.0,98.14
13.0,5.0,77.57
5.0,4.0,85.08000000000001
9.0,5.0,169.49
2.0,4.0,43.41
12.0,5.0,198.99
10.0,5.0,57.8
10.0,5.0,51.84
9.0,5.0,93.78
9.0,5.0,98.65
16.0,5.0,226.9
7.0,4.0,689.63
7.0,5.0,78.18
26.0,4.0,65.81
13.0,5.0,58.59
3.0,5.0,158.69
12.0,4.0,33.62
7.0,5.0,85.16
10.0,5.0,52.52
5.0,5.0,84.41
8.0,3.0,208.8
10.0,5.0,53.9
10.0,5.0,53.9
8.0,5.0,42.85
16.0,4.0,102.9
11.0,5.0,975.92
33.0,4.0,207.31
9.0,5.0,127.25
9.0,5.0,127.25
15.0,5.0,117.93
12.0,5.0,36.49
12.0,5.0,36.49
22.0,1.0,213.89
15.0,5.0,224.29
22.0,5.0,191.33
16.0,5.0,76.38
11.0,5.0,96.8
15.0,3.0,283.67
10.0,4.0,171.12
12.0,1.0,336.41
12.0,1.0,336.41
10.0,5.0,34.089999999999996
9.0,5.0,286.59
20.0,4.0,113.13
20.0,4.0,113.13
13.0,5.0,141.23000000000002
15.0,5.0,656.55
5.0,3.0,56.78
7.0,5.0,69.03999999999999
3.0,2.0,54.33
3.0,2.0,84.66
3.0,2.0,54.33
20.0,5.0,304.06
11.0,4.0,53.53
12.0,5.0,34.089999999999996
8.0,5.0,267.9
6.0,5.0,62.83
11.0,5.0,31.799999999999997
16.0,1.0,410.9
4.0,4.0,72.83
15.0,4.0,168.29000000000002
4.0,5.0,42.44
10.0,5.0,58.349999999999994
10.0,5.0,58.349999999999994
10.0,5.0,58.349999999999994
4.0,3.0,668.04
9.0,2.0,209.28
9.0,2.0,209.28
18.0,1.0,163.78
9.0,4.0,195.0
9.0,5.0,186.82
4.0,5.0,250.48
8.0,3.0,24.86
11.0,4.0,55.09
15.0,5.0,51.06999999999999
15.0,5.0,51.06999999999999
15.0,5.0,51.06999999999999
15.0,5.0,51.06999999999999
14.0,5.0,36.75
2.0,3.0,14.09
2.0,3.0,23.98
2.0,3.0,23.98
2.0,3.0,23.98
31.0,4.0,216.67
3.0,5.0,192.36
38.0,1.0,272.5
5.0,5.0,34.839999999999996
25.0,5.0,72.14
7.0,5.0,56.370000000000005
4.0,5.0,244.99
12.0,3.0,73.49
3.0,5.0,26.77
3.0,5.0,51.489999999999995
10.0,5.0,90.38
7.0,5.0,86.15
11.0,5.0,51.0
9.0,5.0,217.06
17.0,5.0,224.94
37.0,5.0,94.71
8.0,5.0,566.4
30.0,3.0,22.79
4.0,1.0,52.76
4.0,1.0,71.13
10.0,1.0,35.769999999999996
9.0,4.0,79.72
33.0,4.0,108.42
5.0,5.0,39.23
23.0,1.0,60.05
16.0,5.0,69.03
10.0,5.0,77.57
11.0,5.0,65.05
11.0,5.0,65.05
6.0,4.0,28.75
3.0,5.0,40.38
7.0,4.0,57.23
11.0,1.0,35.92
14.0,3.0,40.29
14.0,5.0,154.04000000000002
10.0,4.0,776.39
4.0,4.0,41.03
4.0,4.0,36.48
4.0,4.0,36.48
10.0,5.0,29.95
10.0,5.0,29.95
20.0,5.0,176.85000000000002
14.0,5.0,153.2
3.0,5.0,35.449999999999996
15.0,5.0,190.71
8.0,4.0,32.69
8.0,4.0,32.69
15.0,1.0,120.32
13.0,5.0,68.55
3.0,3.0,111.4
10.0,5.0,89.46000000000001
5.0,5.0,163.25
7.0,4.0,46.84
1.0,5.0,21.89
11.0,3.0,79.98
8.0,5.0,171.44
8.0,5.0,171.44
2.0,5.0,49.66
2.0,5.0,102.92
8.0,4.0,62.25
14.0,5.0,268.48
6.0,5.0,35.18
25.0,2.0,78.3
1.0,1.0,85.81
7.0,5.0,137.67
12.0,5.0,96.54
7.0,1.0,163.65
3.0,5.0,44.239999999999995
34.0,1.0,85.14
2.0,5.0,118.43
16.0,5.0,102.26
3.0,3.0,27.79
18.0,5.0,99.25
18.0,5.0,35.93
8.0,5.0,82.9
8.0,4.0,116.36
23.0,5.0,98.14
10.0,5.0,86.72
10.0,5.0,82.71000000000001
41.0,1.0,115.88
23.0,5.0,47.1
2.0,5.0,123.56
16.0,5.0,100.95
8.0,5.0,368.6
5.0,4.0,77.57
15.0,4.0,85.60000000000001
17.0,4.0,164.79
5.0,5.0,209.78
6.0,5.0,175.22
8.0,4.0,223.54
8.0,4.0,223.54
8.0,4.0,223.54
8.0,4.0,223.54
8.0,4.0,223.54
8.0,4.0,223.54
8.0,4.0,223.54
10.0,5.0,99.9
7.0,2.0,31.75
59.0,1.0,145.37
59.0,1.0,145.37
6.0,5.0,19.62
25.0,5.0,42.5
25.0,5.0,42.5
7.0,3.0,37.42
7.0,3.0,37.42
7.0,5.0,28.78
16.0,5.0,249.08
7.0,3.0,55.27
7.0,5.0,93.85
5.0,5.0,94.71
1.0,5.0,55.6
4.0,5.0,132.03
7.0,5.0,188.42
8.0,5.0,76.78999999999999
10.0,3.0,60.86
12.0,3.0,188.27
12.0,3.0,176.14
12.0,4.0,84.56
10.0,2.0,209.48
25.0,1.0,48.66
25.0,1.0,48.66
5.0,5.0,188.51
7.0,3.0,53.9
8.0,5.0,54.44
8.0,5.0,54.44
16.0,5.0,86.24
1.0,5.0,54.03
46.0,1.0,204.53
1.0,4.0,88.89999999999999
6.0,5.0,303.10999999999996
13.0,5.0,86.63
13.0,5.0,86.63
7.0,5.0,186.43
8.0,3.0,78.63
8.0,3.0,78.63
3.0,5.0,254.22
9.0,5.0,206.44
6.0,5.0,143.98
8.0,5.0,55.38
13.0,5.0,24.86
14.0,1.0,114.01
14.0,1.0,131.56
11.0,3.0,41.75
3.0,5.0,26.38
13.0,5.0,24.23
5.0,5.0,213.6
5.0,5.0,73.34
5.0,5.0,73.34
2.0,1.0,31.29
2.0,1.0,31.29
2.0,1.0,31.29
2.0,1.0,31.29
8.0,1.0,40.84
8.0,1.0,40.84
23.0,2.0,852.49
4.0,4.0,105.6
5.0,5.0,87.14
7.0,5.0,88.5
4.0,5.0,211.49
17.0,2.0,203.78
25.0,2.0,417.55
14.0,5.0,127.15
13.0,5.0,157.32
7.0,5.0,290.86
21.0,5.0,287.06
21.0,5.0,287.06
6.0,4.0,63.15
6.0,4.0,63.15
3.0,5.0,34.68
47.0,1.0,111.76
9.0,5.0,58.1
12.0,3.0,56.78
22.0,5.0,86.25
22.0,5.0,86.25
9.0,5.0,40.26
11.0,5.0,47.510000000000005
9.0,4.0,156.64
11.0,5.0,158.76999999999998
35.0,1.0,162.19
21.0,5.0,101.35
6.0,5.0,130.85
18.0,5.0,275.77
7.0,5.0,93.82
5.0,1.0,44.1
8.0,5.0,51.09
8.0,5.0,51.09
8.0,5.0,51.09
20.0,5.0,89.36000000000001
8.0,5.0,155.49
14.0,3.0,71.14
14.0,3.0,71.14
1.0,5.0,277.12
8.0,5.0,67.41
10.0,5.0,32.379999999999995
18.0,5.0,65.5
32.0,1.0,113.46
14.0,5.0,549.6999999999999
12.0,4.0,75.08
12.0,4.0,75.08
18.0,4.0,68.33
16.0,5.0,45.23
16.0,5.0,45.23
13.0,5.0,218.63
12.0,4.0,340.73
6.0,4.0,71.05
12.0,5.0,367.76
20.0,4.0,117.85
3.0,5.0,186.15
9.0,5.0,235.74
7.0,5.0,63.01
7.0,5.0,196.29
10.0,4.0,102.74
12.0,4.0,108.9
38.0,1.0,132.97
14.0,4.0,280.35
7.0,5.0,114.21
9.0,5.0,20.75
9.0,5.0,20.75
9.0,5.0,20.75
9.0,5.0,20.75
9.0,5.0,20.75
10.0,4.0,121.72
19.0,5.0,205.07
7.0,4.0,27.29
11.0,4.0,135.35
5.0,5.0,165.8
7.0,5.0,37.46
3.0,5.0,51.6
7.0,4.0,51.69
7.0,5.0,126.9
6.0,5.0,116.9
10.0,5.0,43.129999999999995
6.0,5.0,59.44
6.0,5.0,59.44
6.0,5.0,59.44
10.0,3.0,92.57
13.0,5.0,194.12
18.0,5.0,115.37
2.0,5.0,117.9
13.0,5.0,190.37
7.0,5.0,305.3
9.0,5.0,51.52
6.0,5.0,66.02
5.0,5.0,37.77
6.0,5.0,148.76
15.0,5.0,137.6
13.0,2.0,188.66
9.0,4.0,74.16
7.0,5.0,119.25
9.0,3.0,32.379999999999995
16.0,5.0,57.53
19.0,5.0,435.79
4.0,5.0,915.9
15.0,5.0,116.36
9.0,5.0,65.0
14.0,3.0,26.049999999999997
10.0,3.0,93.85
9.0,5.0,341.88
16.0,5.0,94.12
4.0,5.0,16.78
7.0,5.0,296.64
15.0,5.0,37.23
12.0,1.0,96.43
7.0,4.0,94.66
9.0,3.0,54.22
13.0,5.0,224.96
5.0,1.0,107.85
5.0,1.0,107.85
5.0,1.0,107.85
5.0,1.0,107.85
5.0,1.0,107.85
5.0,1.0,107.85
5.0,1.0,107.85
5.0,1.0,107.85
5.0,1.0,107.85
5.0,1.0,107.85
5.0,1.0,107.85
5.0,1.0,107.85
5.0,1.0,107.85
5.0,1.0,107.85
5.0,1.0,107.85
5.0,1.0,107.85
5.0,1.0,107.85
5.0,1.0,107.85
5.0,1.0,107.85
5.0,1.0,107.85
5.0,1.0,107.85
5.0,1.0,107.85
5.0,1.0,107.85
5.0,1.0,107.85
10.0,5.0,685.7
10.0,5.0,145.22
9.0,4.0,101.2
9.0,4.0,101.2
12.0,5.0,28.69
17.0,5.0,220.54
2.0,4.0,42.51
22.0,1.0,93.2
9.0,5.0,42.26
11.0,4.0,63.1
6.0,5.0,82.73
6.0,5.0,141.16
9.0,2.0,93.41
9.0,2.0,93.41
15.0,2.0,67.13
10.0,5.0,203.09
8.0,5.0,92.57
4.0,4.0,97.86
3.0,4.0,44.25
11.0,5.0,70.48
8.0,5.0,98.7
5.0,5.0,147.62
31.0,1.0,665.54
10.0,5.0,258.58
28.0,5.0,197.45
14.0,5.0,67.02
2.0,5.0,97.81
17.0,5.0,129.53
14.0,4.0,43.83
11.0,5.0,33.65
14.0,5.0,125.57
14.0,5.0,125.57
9.0,5.0,401.45
6.0,5.0,89.03
7.0,4.0,53.59
3.0,5.0,130.11
3.0,5.0,154.88
12.0,1.0,98.37
9.0,5.0,56.5
3.0,5.0,61.98
1.0,5.0,121.69
14.0,5.0,125.42
14.0,5.0,125.42
3.0,3.0,16.39
8.0,5.0,62.510000000000005
41.0,3.0,215.05
41.0,3.0,215.05
17.0,5.0,117.96
8.0,5.0,428.8
3.0,5.0,335.47
15.0,4.0,68.7
9.0,5.0,126.19
4.0,5.0,125.2
7.0,4.0,45.3
3.0,5.0,133.71
15.0,5.0,95.22
5.0,2.0,93.85
35.0,2.0,65.03
10.0,5.0,45.46
8.0,5.0,74.49
5.0,3.0,183.03
2.0,5.0,99.43
2.0,5.0,99.43
9.0,4.0,31.75
37.0,1.0,27.79
12.0,4.0,78.58
4.0,5.0,1101.6
9.0,5.0,344.85999999999996
19.0,4.0,43.0
8.0,1.0,108.67
13.0,5.0,458.51
14.0,3.0,263.47
12.0,5.0,85.27000000000001
4.0,5.0,148.86
20.0,5.0,124.28
10.0,5.0,319.19
7.0,5.0,62.78
7.0,5.0,62.77
6.0,5.0,130.98
6.0,5.0,206.56
14.0,5.0,51.99
14.0,5.0,108.9
24.0,1.0,138.72
5.0,5.0,162.82999999999998
8.0,5.0,98.65
13.0,4.0,188.18
6.0,4.0,66.81
14.0,5.0,82.9
10.0,5.0,80.57
6.0,5.0,266.51
4.0,1.0,62.35
4.0,1.0,62.35
7.0,5.0,199.08999999999995
14.0,5.0,247.05
14.0,5.0,216.88
16.0,3.0,115.32
27.0,5.0,67.5
27.0,5.0,67.5
14.0,4.0,326.09000000000003
7.0,1.0,286.78000000000003
11.0,5.0,61.11
9.0,5.0,121.62
22.0,5.0,267.12
18.0,5.0,50.83
6.0,5.0,123.81
6.0,5.0,125.27
23.0,1.0,69.9
23.0,1.0,69.9
7.0,3.0,81.86
25.0,1.0,300.37
25.0,1.0,300.37
5.0,5.0,31.71
6.0,5.0,29.73
7.0,5.0,189.37
15.0,5.0,229.69
14.0,5.0,34.230000000000004
9.0,4.0,45.0
20.0,4.0,167.45
14.0,5.0,36.22
6.0,5.0,30.22
7.0,5.0,78.52
7.0,5.0,78.52
13.0,5.0,104.42
42.0,2.0,307.5
13.0,5.0,44.42
11.0,5.0,377.17
4.0,4.0,48.78
27.0,1.0,140.29
14.0,3.0,93.17
14.0,3.0,93.17
14.0,3.0,93.17
8.0,5.0,141.63
7.0,4.0,63.42
21.0,3.0,52.83
2.0,5.0,207.6
6.0,1.0,38.09
7.0,5.0,82.10000000000001
15.0,5.0,306.96999999999997
29.0,1.0,207.83
19.0,5.0,108.5
7.0,5.0,69.77
11.0,4.0,36.75
13.0,5.0,91.86
7.0,5.0,159.16
12.0,4.0,103.61
12.0,4.0,103.61
5.0,5.0,63.1
9.0,5.0,121.33
10.0,5.0,178.52
7.0,5.0,44.370000000000005
18.0,2.0,123.69
7.0,1.0,368.69
7.0,5.0,61.79
2.0,3.0,44.42
20.0,3.0,96.31
15.0,4.0,40.01
17.0,4.0,99.9
8.0,4.0,67.5
8.0,4.0,67.5
14.0,4.0,32.6
6.0,4.0,34.06
6.0,4.0,34.06
3.0,4.0,21.43
1.0,5.0,85.81
27.0,1.0,30.69
4.0,4.0,110.55
9.0,4.0,310.3
12.0,5.0,318.59000000000003
7.0,4.0,187.38
13.0,5.0,69.97
6.0,5.0,55.29
10.0,4.0,526.9599999999999
31.0,1.0,362.05
8.0,5.0,104.27
18.0,1.0,57.19
18.0,1.0,130.87
4.0,5.0,22.71
4.0,5.0,182.52
7.0,2.0,111.61
9.0,5.0,110.44
14.0,5.0,792.06
1.0,4.0,52.47
15.0,4.0,58.45
9.0,5.0,337.83
26.0,3.0,62.879999999999995
5.0,4.0,28.58
2.0,4.0,147.64
9.0,5.0,205.0
34.0,1.0,137.24
5.0,5.0,96.88
13.0,5.0,75.17
6.0,5.0,95.67
12.0,5.0,198.82
7.0,4.0,30.46
7.0,4.0,30.46
7.0,5.0,135.49
11.0,5.0,538.47
11.0,5.0,269.08
7.0,4.0,45.79
5.0,4.0,56.989999999999995
7.0,5.0,287.1
34.0,5.0,136.61
34.0,5.0,136.61
2.0,5.0,157.3
14.0,4.0,94.54
14.0,4.0,94.54
3.0,5.0,228.41
11.0,5.0,106.43
11.0,5.0,106.43
5.0,5.0,160.22
28.0,4.0,65.68
3.0,5.0,195.91
3.0,3.0,22.29
25.0,2.0,170.84
3.0,5.0,155.22
4.0,5.0,51.49
4.0,5.0,51.49
4.0,5.0,51.49
4.0,5.0,51.49
17.0,5.0,110.84
25.0,4.0,143.01
21.0,4.0,211.02
15.0,5.0,24.22
23.0,4.0,236.77
2.0,3.0,35.839999999999996
15.0,4.0,54.51
15.0,4.0,54.51
15.0,4.0,54.51
13.0,3.0,44.1
10.0,3.0,73.34
34.0,5.0,159.21
10.0,5.0,159.14
2.0,5.0,26.71
2.0,5.0,26.71
7.0,5.0,142.54
7.0,5.0,114.9
12.0,5.0,114.27
6.0,5.0,105.65
6.0,5.0,105.65
10.0,5.0,34.78
14.0,5.0,198.72
14.0,5.0,198.72
18.0,2.0,133.48000000000002
16.0,5.0,43.22
40.0,1.0,70.15
40.0,1.0,70.15
3.0,4.0,20.29
2.0,5.0,106.95
14.0,5.0,156.58
3.0,5.0,41.98
10.0,4.0,55.29
1.0,5.0,180.02
1.0,5.0,180.02
1.0,5.0,180.02
4.0,5.0,142.78
